Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d
656,KCCPAD,KCCPAD,"$39,504,105",$0.2902,136.144.011 KCCPAD *,$1.560.383,"0,98%","-3,29%","-5,47%"
657,Fusion,FSN,"$39,251,534",$0.5607,70.002.179 FSN *,$1.941.412,"-0,37%","0,19%","-7,43%"
658,Soda Coin,SOC,"$39,200,832",$0.02223,1.763.526.984 SOC *,$1.635.856,"0,97%","-0,34%","-6,45%"
659,PolkaFoundry,PKF,"$39,009,636",$1.18,33.010.447 PKF *,$429.771,"-0,07%","-2,20%","2,87%"
660,Wing Finance,WING,"$38,734,179",$18.83,2.056.940 WING *,$6.403.388,"0,10%","-3,23%","-8,13%"
661,Bitball Treasure,BTRS,"$38,690,676",$85.98,450.000 BTRS *,$242.621,"0,04%","89,30%","10,57%"
662,BENQI,QI,"$38,245,778",$0.1174,325.692.000 QI *,$4.444.702,"1,05%","-7,20%","-8,22%"
663,Polkamarkets,POLK,"$37,731,854",$0.8122,46.456.176 POLK *,$1.228.579,"0,62%","-1,98%","-2,62%"
664,AIOZ Network,AIOZ,"$37,805,024",$0.2214,170.754.028 AIOZ *,$1.539.786,"0,50%","1,73%","-6,39%"
665,Aragon Court,ANJ,"$37,637,912",$0.2926,128.645.461 ANJ *,$107.667,"0,41%","-0,13%","10,84%"
666,Bitrue Coin,BTR,"$37,547,215",$0.2857,131.421.228 BTR *,$8.159.974,"-0,13%","-5,04%","0,21%"
667,Hiblocks,HIBS,"$37,262,838",$0.004047,9.206.678.425 HIBS *,$701.953,"-0,04%","-3,98%","3,02%"
668,Arianee,ARIA20,"$37,020,721",$1.43,25.844.281 ARIA20 *,$20.993,"0,11%","-5,06%","3,52%"
669,Unifty,NIF,"$36,849,935",$31.28,1.178.134 NIF *,$937.213,"-0,27%","-0,10%","45,08%"
670,CoinLoan,CLT,"$36,811,463",$18.88,1.950.000 CLT *,$242.061,"0,13%","-3,76%","5,35%"
671,TerraKRW,KRT,"$36,408,875",$0.0008409,43.295.222.360 KRT *,$758,"0,04%","0,05%","3,77%"
672,Aidos Kuneen,ADK,"$34,836,144",$1.39,25.000.000 ADK *,$319.094,"0,04%","-6,06%","-26,01%"
673,Monsta Infinite,MONI,"$36,081,454",$2.87,12.589.940 MONI *,$12.381.723,"-0,73%","-0,91%","1,27%"
674,Electra Protocol,XEP,"$36,037,139",$0.00201,17.927.686.899 XEP *,$107.189,"-0,48%","7,23%","-12,79%"
675,Lattice Token,LTX,"$35,926,851",$1.25,28.653.896 LTX *,$832.343,"-1,01%","-4,76%","-3,77%"
676,Everest,ID,"$35,680,216",$0.3057,116.700.000 ID *,$285.799,"-0,07%","-1,38%","4,56%"
677,Grin,GRIN,"$35,527,381",$0.4048,87.759.780 GRIN,$4.636.715,"2,09%","-2,02%","-14,43%"
678,DxChain Token,DX,"$35,292,127",$0.0007058,50.000.000.000 DX *,$88.691,"-1,04%","-2,25%","3,45%"
679,Cindicator,CND,"$35,164,678",$0.01758,2.000.000.005 CND *,$247.747,"0,32%","2,19%","4,78%"
680,Vesper,VSP,"$35,087,992",$6.48,5.415.498 VSP *,$906.465,"0,10%","-1,71%","-3,37%"
681,ASTA,ASTA,"$34,880,807",$0.01938,1.799.711.862 ASTA *,$108.776,"0,17%","5,19%","11,53%"
682,Oxen,OXEN,"$34,749,773",$0.6236,55.728.271 OXEN *,$37.156,"0,45%","-2,02%","-9,93%"
683,ERC20,ERC20,"$34,668,513",$0.03072,1.128.632.512 ERC20 *,$18.686,"0,23%","-5,22%","63,01%"
684,Populous,PPT,"$34,616,184",$0.65,53.252.246 PPT *,$1.060.611,"4,99%","-7,35%","-9,41%"
685,Ferrum Network,FRM,"$34,604,607",$0.2248,153.920.874 FRM *,$878.193,"0,56%","6,67%","-6,73%"
686,PIBBLE,PIB,"$34,533,556",$0.001897,18.204.190.000 PIB *,$53.454,"-0,02%","-1,11%","0,68%"
687,FREE Coin,FREE,"$34,513,638",$0.000003473,9.938.989.997.635 FREE *,$3.570.198,"3,35%","10,07%","74,69%"
688,Zano,ZANO,"$34,234,681",$3.15,10.882.749 ZANO,$190.312,"0,41%","3,27%","1,04%"
689,Quiztok,QTCON,"$34,072,640",$0.01401,2.432.629.487 QTCON *,$2.275.911,"-1,92%","-1,54%","-10,92%"
690,Lossless,LSS,"$34,091,348",$1.52,22.373.970 LSS *,$10.316.242,"1,30%","-5,35%","-8,28%"
691,BABB,BAX,"$33,775,630",$0.0006777,49.837.500.000 BAX *,$869.983,"-1,72%","-10,24%","-4,75%"
692,DOGGY,DOGGY,"$34,002,342",$0.0084,4.048.075.676 DOGGY *,$8.489.629,"6,53%","-14,43%","12,98%"
693,Cocos-BCX,COCOS,"$33,735,373",$0.8029,42.015.868 COCOS *,$26.345.793,"-1,37%","-8,82%","13,63%"
694,1irstcoin,FST,"$33,614,330",$0.8567,39.235.097 FST *,$52.665,"0,00%","-0,55%","-6,74%"
695,TE-FOOD,TONE,"$33,466,101",$0.05884,568.723.686 TONE *,$699.334,"0,78%","-2,76%","66,67%"
696,WaykiChain,WICC,"$33,359,368",$0.1589,210.000.000 WICC *,$2.113.901,"0,54%","0,98%","-0,97%"
697,Hermez Network,HEZ,"$33,252,764",$7.08,4.700.000 HEZ *,$1.107.846,"0,04%","-0,87%","23,49%"
698,YF Link,YFL,"$33,201,568",$644.66,51.503 YFL *,$425.429,"0,33%","0,24%","38,88%"
699,BLOCKv,VEE,"$32,970,211",$0.009666,3.410.782.890 VEE *,$77.121,"7,23%","2,42%","12,88%"
700,Poolz Finance,POOLZ,"$32,918,827",$11.55,2.850.035 POOLZ *,$2.696.014,"-3,39%","6,69%","25,16%"
701,VelasPad,VLXPAD,"$32,859,959",$1.08,30.494.228 VLXPAD *,$5.784.064,"1,27%","2,68%","25,43%"
702,Darwinia Network,RING,"$32,786,278",$0.06531,502.003.343 RING *,$14.527.264,"1,07%","-12,84%","18,30%"
703,Santiment Network Token,SAN,"$32,500,350",$0.5135,63.293.579 SAN *,$5439,"0,78%","-0,80%","1,07%"
704,VIMworld,VEED,"$32,423,178",$0.005825,5.566.374.466 VEED *,$175.138,"0,94%","-8,53%","-16,85%"
705,Adshares,ADS,"$32,424,062",$1.66,19.493.537 ADS *,$1.055.574,"0,20%","-3,11%","-1,57%"
706,BoringDAO,BOR,"$32,376,312",$290.70,111.372 BOR *,$170.311,"3,31%","47,38%","118,04%"
707,Bitcoin 2,BTC2,"$32,296,928",$1.80,17.954.211 BTC2 *,$7503,"87,79%","-8,35%","42,16%"
708,Massnet,MASS,"$32,217,900",$0.3287,98.026.147 MASS *,$2.715.427,"0,94%","4,02%","-1,73%"
709,Obyte,GBYTE,"$32,057,790",$40.55,790.576 GBYTE *,$77.694,"0,86%","-10,23%","1,89%"
710,Skey Network,SKEY,"$32,080,786",$0.1766,181.631.354 SKEY *,$3.293.175,"-2,17%","-9,34%","-11,63%"
711,QASH,QASH,"$32,089,023",$0.09168,350.000.000 QASH *,$739.606,"1,24%","3,39%","27,54%"
712,Freeway Token,FWT,"$32,051,355",$0.007985,4.014.125.908 FWT *,$1.063.115,"0,39%","-1,06%","-8,71%"
713,Navcoin,NAV,"$31,857,809",$0.4422,72.042.075 NAV *,$5.080.824,"-0,59%","8,95%","14,05%"
714,Student Coin,STC,"$31,657,941",$0.005948,5.322.747.502 STC *,$1.547.999,"-2,46%","-0,12%","-4,09%"
715,Callisto Network,CLO,"$31,574,167",$0.01226,2.575.109.612 CLO,$338.014,"-1,46%","-3,44%","29,08%"
716,Venus USDT,vUSDT,"$31,573,575",$0.02125,1.486.153.169 vUSDT *,$?,"0,04%","0,08%","0,29%"
717,Chrono.tech,TIME,"$31,448,658",$44.29,710.112 TIME *,$620.332,"0,11%","-2,61%","-2,31%"
718,Measurable Data Token,MDT,"$31,342,268",$0.04635,676.157.013 MDT *,$5.162.022,"0,04%","9,28%","7,18%"
719,Seascape Crowns,CWS,"$31,115,077",$13.75,2.262.923 CWS *,$7.247.518,"-0,70%","2,25%","81,57%"
720,UniLend,UFT,"$31,082,263",$1.00,31.052.564 UFT *,$2.691.933,"1,13%","1,08%","-2,78%"
721,DXdao,DXD,"$30,923,134",$626.99,49.320 DXD *,$220.408,"0,30%","-0,28%","3,75%"
722,Civilization,CIV,"$30,818,387",$0.1027,300.000.000 CIV *,$438.312,"0,08%","-21,76%","33,02%"
723,BabySwap,BABY,"$30,644,564",$0.3078,99.558.440 BABY *,$11.670.634,"0,13%","-5,09%","-21,62%"
724,Shapeshift FOX Token,FOX,"$30,430,185",$0.3611,84.272.737 FOX *,$473.276,"0,04%","-0,40%","11,60%"
725,BitKan,KAN,"$30,382,971",$0.003189,9.527.623.414 KAN *,$842.571,"0,83%","-0,37%","1,56%"
726,DIGG,DIGG,"$30,368,600","$60,272.37",504 DIGG *,$160.836,"0,26%","4,31%","5,29%"
727,Validity,VAL,"$30,253,302",$6.83,4.430.325 VAL *,$1.371.907,"1,53%","-3,67%","-14,32%"
728,Morpheus Labs,MITX,"$30,209,085",$0.06683,451.999.999 MITX *,$525.539,"0,21%","4,11%","-7,56%"
729,GAMEE,GMEE,"$30,183,178",$0.5354,56.370.273 GMEE *,$8.516.680,"-0,30%","23,51%","67,58%"
730,Permission Coin,ASK,"$29,960,135",$0.002042,14.668.563.567 ASK *,$341.819,"0,38%","-1,48%","-8,78%"
731,#MetaHash,MHC,"$29,830,695",$0.01037,2.876.551.513 MHC *,$1.178.739,"0,17%","-7,65%","-19,92%"
732,Curate,XCUR,"$29,710,425",$3.68,8.081.636 XCUR *,$1.753.640,"-1,50%","-5,68%","-3,75%"
733,Gameswap,GSWAP,"$27,777,765",$2.48,11.202.090 GSWAP *,$4.413.202,"-5,06%","118,66%","112,32%"
734,Ethereum Push Notification Service,PUSH,"$29,403,835",$2.62,11.207.217 PUSH *,$2.950.888,"0,63%","-0,34%","-8,47%"
735,Unisocks,SOCKS,"$29,330,469","$97,120.76",302 SOCKS *,$2404,"0,05%","-2,72%","7,20%"
736,Spartan Protocol,SPARTA,"$29,330,373",$0.3423,85.674.313 SPARTA *,$1.474.276,"3,46%","-3,48%","-20,02%"
737,Xeno Token,XNO,"$29,259,865",$0.07861,372.210.897 XNO *,$17.208.474,"-7,77%","-14,31%","9,32%"
738,Wirex Token,WXT,"$29,296,466",$0.006103,4.800.500.000 WXT *,$1.537.859,"-0,58%","-1,85%","3,13%"
739,Convergence,CONV,"$29,334,195",$0.02871,1.021.887.178 CONV *,$1.489.887,"0,00%","-7,07%","-16,39%"
740,Cardstack,CARD,"$29,288,139",$0.01242,2.357.982.917 CARD *,$354.277,"0,31%","-5,19%","-20,54%"
741,Bankera,BNK,"$29,134,248",$0.00117,24.898.912.108 BNK *,$1471,"0,06%","-1,20%","8,45%"
742,UniLayer,LAYER,"$29,071,950",$1.17,24.947.192 LAYER *,$13.159.487,"1,05%","-15,39%","0,06%"
743,GameCredits,GAME,"$28,786,849",$0.1679,171.459.588 GAME *,$3.598.801,"-3,00%","14,46%","23,67%"
744,USDK,USDK,"$28,665,140",$1.00,28.600.072 USDK *,$168.703.003,"0,11%","0,07%","-0,01%"
745,MileVerse,MVC,"$28,583,068",$0.02306,1.239.530.000 MVC *,$2.657.770,"-0,33%","-3,67%","0,31%"
746,DEAPcoin,DEP,"$28,641,856",$0.00785,3.648.421.437 DEP *,$10.302.081,"-1,01%","-4,24%","11,58%"
747,HyperCash,HC,"$28,307,258",$0.628,45.071.909 HC,$4.397.047,"0,87%","4,04%","-1,79%"
748,WELL,WELL,"$28,248,398",$0.2061,137.080.000 WELL *,$43.965,"1,69%","24,24%","-8,01%"
749,Nucleus Vision,NCASH,"$28,043,299",$0.00389,7.209.317.639 NCASH *,$1.108.319,"0,34%","-13,32%","17,11%"
750,Orion Money,ORION,"$27,969,760",$1.26,22.186.473 ORION *,$4.377.445,"-0,12%","24,22%","-28,41%"
751,TokenClub,TCT,"$27,963,819",$0.03419,817.902.279 TCT *,$2.646.881,"0,28%","0,85%","-2,25%"
752,BTSE,BTSE,"$27,896,217",$6.41,4.354.711 BTSE *,$1.146.981,"-0,25%","0,41%","-2,76%"
753,Defina Finance,FINA,"$27,791,350",$6.38,4.358.300 FINA *,$10.001.778,"7,52%","34,93%","63,70%"
754,Oxbull.tech,OXB,"$27,669,069",$3.69,7.501.504 OXB *,$659.086,"-0,57%","9,09%","-4,41%"
755,Doge Dash,DOGEDASH,"$27,529,178",$0.0005094,54.046.882.510 DOGEDASH *,$1.619.115,"-1,73%","-12,90%","49,48%"
756,Neblio,NEBL,"$27,381,088",$1.50,18.240.873 NEBL *,$4.970.415,"0,65%","0,68%","12,86%"
757,CryptoPlanes,CPAN,"$27,377,603",$1.75,15.600.000 CPAN *,$3.313.671,"-0,33%","9,13%","108,92%"
758,Trias Token (new),TRIAS,"$27,110,408",$16.94,1.600.000 TRIAS *,$12.884.113,"-3,22%","-4,74%","43,68%"
759,Namecoin,NMC,"$27,095,129",$1.84,14.736.400 NMC,$15.214,"0,15%","2,34%","3,02%"
760,EOS Force,EOSC,"$26,902,059",$0.0279,964.070.125 EOSC *,$412.989,"-0,15%","-11,34%","-13,36%"
761,ETHPad,ETHPAD,"$26,990,226",$0.1353,199.427.405 ETHPAD *,$1.135.386,"-0,68%","-2,92%","-12,22%"
762,Pangolin,PNG,"$26,889,064",$1.26,21.378.683 PNG *,$1.702.069,"1,51%","-1,67%","-10,88%"
763,AntiMatter,MATTER,"$26,813,565",$0.8618,31.112.445 MATTER *,$885.741,"0,99%","4,77%","-2,61%"
764,AC Milan Fan Token,ACM,"$26,564,016",$8.46,3.141.172 ACM *,$7.864.451,"0,10%","-0,78%","-2,05%"
765,Sentivate,SNTVT,"$26,530,979",$0.007404,3.583.525.479 SNTVT *,$783.556,"-0,25%","-3,73%","19,80%"
766,Growth DeFi,GRO,"$26,385,233",$60.81,433.931 GRO *,$585.236,"0,53%","-2,84%","-12,81%"
767,LABS Group,LABS,"$26,162,106",$0.01256,2.082.776.594 LABS *,$2.001.291,"2,16%","5,95%","28,81%"
768,Galatasaray Fan Token,GAL,"$26,261,476",$7.49,3.507.572 GAL *,$5.348.397,"0,47%","2,54%","-5,84%"
769,suterusu,SUTER,"$26,153,013",$0.006784,3.855.040.000 SUTER,$556.017,"-1,97%","-8,10%","23,86%"
770,Ternoa,CAPS,"$26,182,830",$0.08359,313.241.006 CAPS *,$391.797,"0,10%","-3,20%","-7,42%"
771,88mph,MPH,"$25,939,991",$67.57,383.908 MPH *,$563.894,"0,81%","-4,33%","-17,95%"
772,Mirrored Tesla,mTSLA,"$25,787,403","$1,120.21",23.020 mTSLA *,$?,"0,10%","0,08%","21,08%"
773,OneLedger,OLT,"$25,537,839",$0.0562,454.443.188 OLT *,$1.218.560,"0,79%","10,03%","27,47%"
774,Drep [new],DREP,"$25,279,175",$0.6336,39.900.000 DREP *,$3.041.724,"0,22%","-0,44%","-7,51%"
775,Atletico De Madrid Fan Token,ATM,"$25,219,103",$12.08,2.086.980 ATM *,$5.753.351,"0,79%","-2,13%","-12,42%"
776,BUX Token,BUX,"$25,146,189",$0.4343,57.904.773 BUX *,$306.779,"-0,91%","-5,41%","-15,48%"
777,Rainbow Token,RAINBOW,"$25,137,504",$0.00000002922,860.397.837.230.263 RAINBOW *,$2.432.757,"-0,33%","56,12%","153,51%"
778,Nebulas,NAS,"$25,082,748",$0.4164,60.244.316 NAS *,$4.129.041,"0,59%","2,28%","-5,72%"
779,Cirus Foundation,CIRUS,"$25,101,313",$0.7415,33.854.213 CIRUS *,$2.373.894,"0,43%","-4,31%","2,66%"
780,K21,K21,"$25,039,401",$2.01,12.447.408 K21 *,$1.542.660,"-0,86%","3,88%","27,89%"
781,StableXSwap,STAX,"$25,012,984",$1.83,13.646.645 STAX *,$210,"0,18%","-2,57%","-28,68%"
782,Saito,SAITO,"$25,006,295",$0.02347,1.065.408.547 SAITO *,$1.787.709,"1,26%","0,02%","70,85%"
783,Dexlab,DXL,"$24,997,465",$0.4759,52.526.786 DXL *,$852.000,"-1,79%","7,51%","55,03%"
784,SafeCoin,SAFE,"$24,945,715",$0.8994,27.735.063 SAFE *,$37.542,"0,19%","3,45%","6,37%"
785,Mirrored Microsoft,mMSFT,"$24,904,732",$329.65,75.548 mMSFT *,$?,"0,10%","0,08%","6,52%"
786,BetU,BETU,"$24,678,098",$0.2315,106.603.692 BETU *,$1.200.214,"0,25%","-8,07%","20,31%"
787,Adora Token,ARA,"$24,668,014",$0.1542,160.000.000 ARA *,$2.018.600,"0,04%","-6,05%","2,67%"
788,ELYSIA,EL,"$24,453,865",$0.008099,3.019.260.915 EL *,$1.283.442,"-1,16%","-8,01%","7,69%"
789,Crypterium,CRPT,"$24,479,341",$0.299,81.859.729 CRPT *,$688.727,"0,28%","-4,34%","20,32%"
790,NEST Protocol,NEST,"$24,403,587",$0.01217,2.005.474.261 NEST *,$5.058.526,"1,93%","5,03%","-8,07%"
791,Metaverse ETP,ETP,"$24,284,737",$0.3066,79.212.320 ETP,$1.119.044,"-1,32%","-6,97%","40,92%"
792,Mirrored Invesco QQQ Trust,mQQQ,"$23,988,182",$382.30,62.747 mQQQ *,$24.143,"0,10%","0,08%","0,57%"
793,MILC Platform,MLT,"$23,965,724",$0.3033,79.013.040 MLT *,$911.976,"1,11%","-0,09%","-3,61%"
794,Solrise Finance,SLRS,"$23,952,714",$0.5,47.907.345 SLRS *,$345.396,"0,00%","-0,10%","-1,99%"
795,Sonar,PING,"$23,876,105",$0.008832,2.703.464.935 PING *,$300.152,"0,20%","-3,19%","-12,20%"
796,Juggernaut,JGN,"$23,826,011",$0.6022,39.562.500 JGN *,$2.380.604,"-0,40%","-6,10%","-5,03%"
797,WOM Protocol,WOM,"$23,809,754",$0.2307,103.207.450 WOM *,$1.551.440,"-2,07%","-4,24%","1,32%"
798,Project Pai,PAI,"$23,720,816",$0.01501,1.580.113.719 PAI *,$2.977.513,"2,85%","-2,62%","10,62%"
799,Aurora,AOA,"$23,707,869",$0.002377,9.975.060.788 AOA *,$576.777,"5,33%","-3,38%","26,62%"
800,TEMCO,TEMCO,"$23,695,236",$0.005964,3.973.256.413 TEMCO *,$786.405,"0,82%","-0,88%","-2,23%"
801,Float Protocol (Bank),BANK,"$23,472,057",$187.02,125.502 BANK *,$841.945,"-0,13%","-9,26%","12,84%"
802,Emirex Token,EMRX,"$23,259,943",$0.8596,27.058.765 EMRX *,$1.054.571,"-0,93%","-0,02%","1,02%"
803,Aurora,AOA,"$23,710,702",$0.002377,9.975.060.788 AOA *,$576.925,"3,49%","-4,01%","26,62%"
804,Tokamak Network,TON,"$23,471,949",$8.61,2.727.340 TON *,$23.082.915,"0,20%","-0,59%","-1,23%"
805,Project Pai,PAI,"$23,694,397",$0.015,1.580.113.719 PAI *,$2.983.400,"3,20%","-2,42%","10,48%"
806,Pepe Cash,PEPECASH,"$23,400,017",$0.03334,701.884.009 PEPECASH *,$1909,"2,17%","6,45%","13,48%"
807,Stakenet,XSN,"$23,288,911",$0.1917,121.470.637 XSN *,$163.416,"-1,97%","1,58%","13,11%"
808,Mirrored Amazon,mAMZN,"$23,236,983","$3,509.31",6622 mAMZN *,$217.324,"0,06%","2,36%","2,99%"
809,Misbloc,MSB,"$23,276,009",$0.1831,127.101.939 MSB *,$2.372.364,"-0,82%","-1,06%","-1,84%"
810,Router Protocol,ROUTE,"$23,140,493",$3.14,7.363.610 ROUTE *,$896.740,"0,12%","4,17%","9,89%"
811,Peercoin,PPC,"$23,035,260",$0.8467,27.206.584 PPC,$34.511,"0,60%","-0,05%","2,79%"
812,Binamon,BMON,"$22,970,907",$0.199,115.453.949 BMON *,$10.582.944,"0,06%","7,81%","13,21%"
813,LBRY Credits,LBC,"$22,843,033",$0.04384,521.054.807 LBC,$138.372,"-1,59%","-3,44%","-14,83%"
814,Ondori,RSTR,"$22,892,798",$0.0006062,37.766.847.790 RSTR,$?,"0,31%","-1,29%","1,10%"
815,Project WITH,WIKEN,"$23,026,396",$0.02699,853.061.998 WIKEN *,$10.484.963,"7,40%","-5,67%","83,68%"
816,Ambrosus,AMB,"$22,778,589",$0.03756,606.507.428 AMB *,$771.255,"0,13%","0,33%","-6,19%"
817,SENSO,SENSO,"$22,380,486",$1.83,12.241.344 SENSO *,$11.843.106,"0,29%","-21,76%","112,88%"
818,Synthetify,SNY,"$22,263,902",$3.96,5.625.000 SNY *,$324.840,"2,15%","2,21%","-8,11%"
819,Peony,PNY,"$22,253,831",$0.4832,46.055.575 PNY,$116.560,"-0,56%","-1,76%","7,34%"
820,Mirrored iShares Silver Trust,mSLV,"$22,123,163",$22.66,976.324 mSLV *,$19.356,"-0,34%","-0,34%","-1,86%"
821,Nash,NEX,"$22,126,549",$0.7586,29.166.201 NEX *,$242.817,"0,01%","-2,32%","19,62%"
822,dForce,DF,"$22,037,731",$0.192,114.772.957 DF *,$13.813.345,"1,08%","2,06%","-6,83%"
823,CYCLUB,CYCLUB,"$22,040,043",$0.03835,574.716.648 CYCLUB *,$4.133.252,"-2,90%","-5,85%","25,96%"
824,BigONE Token,ONE,"$21,933,972",$0.002321,9.449.081.034 ONE *,$?,"0,23%","1,61%","-0,14%"
825,FIBOS,FO,"$21,833,576",$0.02037,1.071.593.128 FO,$328.917,"-0,10%","-0,78%","-21,31%"
826,FortKnoxster,FKX,"$21,821,518",$0.1464,149.077.343 FKX *,$5.183.351,"0,19%","-9,31%","-25,27%"
827,Mirrored United States Oil Fund,mUSO,"$21,753,988",$58.24,373.535 mUSO *,$?,"0,06%","0,03%","-0,31%"
828,ROOBEE,ROOBEE,"$21,760,059",$0.008595,2.531.660.664 ROOBEE *,$1.742.320,"1,62%","0,85%","31,71%"
829,Switcheo,SWTH,"$21,656,287",$0.01335,1.621.658.483 SWTH *,$1.470.320,"-0,12%","0,32%","-2,92%"
830,ARMOR,ARMOR,"$21,829,389",$0.1733,125.954.745 ARMOR *,$3.843.428,"4,80%","5,96%","22,86%"
831,Unicly CryptoPunks Collection,UPUNK,"$21,526,174",$0.0861,250.000.000 UPUNK *,$117.577,"1,97%","5,13%","-1,75%"
832,King DAG,KDAG,"$21,526,057",$0.3968,54.251.545 KDAG *,$111.718,"-6,65%","-7,65%","25,26%"
833,OAX,OAX,"$21,307,198",$0.2766,77.045.251 OAX *,$407.379,"1,46%","-1,53%","-15,50%"
834,Aventus,AVT,"$21,410,230",$3.57,6.000.000 AVT *,$209.784,"0,46%","-25,47%","280,37%"
835,Cellframe,CELL,"$21,544,215",$0.8456,25.477.893 CELL *,$3.068.270,"1,80%","-15,30%","-4,18%"
836,DuckDaoDime,DDIM,"$21,285,162",$20.51,1.037.793 DDIM *,$319.579,"-1,16%","14,26%","28,69%"
837,Wabi,WABI,"$21,185,858",$0.2119,99.999.999 WABI *,$2.567.729,"-0,43%","1,87%","-7,29%"
838,X World Games,XWG,"$21,107,497",$0.1085,194.500.000 XWG *,$2.772.062,"-0,69%","-5,76%","38,82%"
839,Govi,GOVI,"$21,107,279",$2.24,9.435.984 GOVI *,$703.736,"0,53%","-6,17%","-6,66%"
840,Niftyx Protocol,SHROOM,"$21,356,951",$0.4156,51.386.058 SHROOM *,$885.314,"-0,58%","19,08%","42,70%"
841,Venus Reward Token,VRT,"$20,935,896",$0.0009516,21.999.981.080 VRT *,$985.310,"-1,54%","-0,80%","-22,26%"
842,Waves Enterprise,WEST,"$20,977,255",$0.4999,41.965.923 WEST *,$363.436,"-0,77%","-7,99%","-3,60%"
843,DeHub,DEHUB,"$21,004,222",$0.01055,1.990.156.611 DEHUB *,$568.069,"-0,08%","0,69%","47,90%"
844,Oraichain Token,ORAI,"$21,049,326",$10.30,2.044.424 ORAI *,$1.265.354,"-1,31%","-5,50%","11,72%"
845,Refinable,FINE,"$20,889,757",$0.5088,41.059.833 FINE *,$3.671.234,"-6,62%","-4,44%","-25,24%"
846,Cryptocean,CRON,"$20,627,381",$2.52,8.199.052 CRON *,$554.424,"0,35%","-0,14%","0,18%"
847,Dovu,DOV,"$20,613,452",$0.02884,714.812.517 DOV *,$231.324,"10,48%","-7,29%","-7,02%"
848,FOAM,FOAM,"$20,378,031",$0.06437,316.571.950 FOAM *,$13.679,"0,04%","-5,82%","2,05%"
849,Idavoll Network,IDV,"$20,296,730",$0.02409,842.562.756 IDV *,$126.811,"0,18%","-5,79%","11,62%"
850,Mirrored iShares Gold Trust,mIAU,"$20,224,445",$18.00,1.123.878 mIAU *,$?,"0,10%","0,08%","0,02%"
851,Bread,BRD,"$20,617,049",$0.2323,88.733.978 BRD *,$10.441.933,"-11,40%","-0,20%","7,08%"
852,Revomon,REVO,"$19,944,076",$0.8039,24.810.137 REVO *,$5.393.657,"-1,10%","2,66%","76,27%"
853,Bone ShibaSwap,BONE,"$19,751,574",$2.83,6.975.300 BONE *,$15.391.597,"2,65%","1,49%","38,29%"
854,Mirrored Alibaba,mBABA,"$19,757,453",$173.69,113.754 mBABA *,$?,"0,06%","0,06%","-4,25%"
855,Mirrored Twitter,mTWTR,"$19,706,648",$57.90,340.363 mTWTR *,$253.277,"0,06%","2,05%","-9,81%"
856,GYEN,GYEN,"$19,582,365",$0.008777,2.231.211.096 GYEN *,$126.234,"0,11%","-0,06%","-0,21%"
857,dHedge DAO,DHT,"$19,519,252",$1.01,19.394.046 DHT *,$591.735,"2,20%","-3,36%","-6,11%"
858,USDX [Lighthouse],USDX,"$19,404,357",$5.14,3.772.661 USDX *,$279,"0,52%","-1,80%","7,25%"
859,Modefi,MOD,"$19,352,421",$1.38,14.030.184 MOD *,$162.234,"1,35%","-3,53%","-7,18%"
860,Lambda,LAMB,"$19,288,112",$0.01343,1.436.351.252 LAMB *,$11.828.588,"-3,61%","10,21%","7,80%"
861,Talken,TALK,"$19,337,456",$0.9282,20.833.338 TALK *,$3.012.650,"1,89%","1,83%","9,33%"
862,Signum,SIGNA,"$19,219,616",$0.00902,2.130.801.392 SIGNA *,$11.832,"-0,84%","-5,21%","-7,26%"
863,PolySwarm,NCT,"$19,139,760",$0.01238,1.546.457.130 NCT *,$38.516,"-1,23%","4,82%","10,80%"
864,Swingby,SWINGBY,"$19,139,170",$0.07067,270.824.913 SWINGBY *,$1.053.915,"2,12%","-1,12%","17,73%"
865,Dfyn Network,DFYN,"$19,234,929",$0.6392,30.091.858 DFYN *,$6.783.133,"8,44%","23,30%","39,46%"
866,Particl,PART,"$19,030,208",$1.63,11.650.793 PART *,$2317,"-0,52%","3,97%","-9,50%"
867,Ignis,IGNIS,"$19,035,766",$0.02501,761.143.950 IGNIS *,$389.990,"-2,03%","-0,96%","-6,44%"
868,ICHI,ICHI,"$19,005,860",$5.08,3.744.728 ICHI *,$81.100,"1,58%","-1,72%","13,43%"
869,BitForex Token,BF,"$18,966,987",$0.00443,4.281.396.718 BF *,$448.268,"-0,19%","-14,97%","24,77%"
870,Venus SXP,vSXP,"$18,965,438",$0.04781,396.674.884 vSXP *,$?,"-0,39%","8,52%","6,71%"
871,AppCoins,APPC,"$18,972,465",$0.07759,244.530.276 APPC *,$553.711,"1,91%","6,17%","0,31%"
872,0Chain,ZCN,"$18,955,219",$0.3916,48.400.982 ZCN *,$218.961,"0,97%","1,14%","15,84%"
873,Safe Haven,SHA,"$18,845,058",$0.006269,3.005.855.396 SHA *,$2.305.319,"1,26%","-8,51%","1,48%"
874,RioDeFi,RFUEL,"$18,607,061",$0.06394,291.000.838 RFUEL *,$21.062.359,"-1,18%","-5,84%","17,31%"
875,Cashaa,CAS,"$18,608,944",$0.02271,819.508.698 CAS *,$828.493,"0,18%","-9,02%","20,68%"
876,Electric Vehicle Zone,EVZ,"$18,657,500",$0.04214,442.733.056 EVZ *,$1.223.941,"-0,24%","-0,42%","-1,27%"
